germany_regensburg;Regensburg;Regensbourg;Regensburg;;Ratisbona;;;;;;;;;;x
germany_nordlingen;Nordlingen;Nordlingen;Nördlingen;;Nordlingen;;;;;;;;;;x
holland_denhaag;The Hauge;La Haye;Den Haag;;La Haya;;;;;;;;;;x
holland_southeast;Holland - South East;Hollande - Sud-Est;Holland - Südost;;Holanda - Sureste;;;;;;;;;;x
holland_haarlem;Haarlem;Haarlem;Haarlem;;Haarlem;;;;;;;;;;x
holland_northwest;Holland - North West;Hollande - Nord-Ouest;Holland - Nordwest;;Holanda - Noreste;;;;;;;;;;x
holland_utrecht;Utrecht;Utrecht;Utrecht;;Utrecht;;;;;;;;;;x
holland_enschede;Enschede;Enschede;Enschede;;Enschede;;;;;;;;;;x
holland_zwolle;Zwolle;Zwolle;Zwolle;;Zwolle;;;;;;;;;;x
holland_emmen;Emmen;Emmen;Emmen;;Emmen;;;;;;;;;;x
ireland_donegal;Donegal;Donegal;Donegal;;Donegal;;;;;;;;;;x
ireland_mayo;Mayo;Mayo;Mayo;;Mayo;;;;;;;;;;x
ireland_longford;Longford;Longford;Longford;;Longford;;;;;;;;;;x
ireland_dublin;Dublin;Dublin;Dublin;;Dublín;;;;;;;;;;x
ireland_wexford;Wexford;Wexford;Wexford;;Wexford;;;;;;;;;;x
ireland_limerick;Limerick;Limerick;Limerick;;Limerick;;;;;;;;;;x
ireland_cork;Cork;Cork;Cork;;Cork;;;;;;;;;;x
poland_danzig;Danzig;Dantzig;Danzig;;Danzig;;;;;;;;;;x
poland_bydgoszgz;Thorn;Bydgoszcz;Thorn;;Thorn;;;;;;;;;;x
poland_poznan;Poznan;Poznan;Poznan;;Poznañ;;;;;;;;;;x
poland_brieg;Brieg;Brieg;Brieg;;Brieg;;;;;;;;;;x
poland_katowice;Kattowitz;Katowice;Kattowitz;;Katowice;;;;;;;;;;x
poland_wisla;Vistula;Vistule;Vistula;;Vístula;;;;;;;;;;x
poland_jordanow;Jordanow;Jordanow;Jordanow;;Jordanow;;;;;;;;;;x
sweden_sw_skane;South West Skane;Scanie du Sud-Ouest;Südwest-Skane;;Escania sudoccidental;;;;;;;;;;x
sweden_ne_skane;North East Skane;Scanie du Nord-Est;Nordost-Skane;;Escania nororiental;;;;;;;;;;x
sweden_halland;Halland;Halland;Halland;;Halland;;;;;;;;;;x
sweden_goteborg;Gothenburg;Goteborg;Gothenburg;;Gothemburgo;;;;;;;;;;x
sweden_kalmar;Kalmar;Kalmar;Kalmar;;Kalmar;;;;;;;;;;x
sweden_lysekil;Lysekil;Lysekil;Lysekil;;Lysekil;;;;;;;;;;x
sweden_v_gotaland;Western Gotaland;Gotaland de l'ouest;West-Götaland;;Gotland Occidental;;;;;;;;;;x
sweden_varnamo;Varnamo;Varnamo;Varnamo;;Varnamo;;;;;;;;;;x
sweden_vastervik;Vastervik;Vastervik;Vastervik;;Vastervik;;;;;;;;;;x
sweden_jonkoping;Jonkoping;Jonkoping;Jonköping;;Jonkoping;;;;;;;;;;x
sweden_kil;Kil;Kil;Kil;;Kil;;;;;;;;;;x
sweden_karlstad;Karlstad;Karlstad;Karlstad;;Karlstad;;;;;;;;;;x
sweden_sunne;Sunne;Sunne;Sunne;;Sunne;;;;;;;;;;x
sweden_orebro;Orebro;Orebro;Orebro;;Orebro;;;;;;;;;;x
sweden_norrkoping;Norrkoping;Norrkoping;Norrköping;;Norrkoping;;;;;;;;;;x
sweden_katrineholm;Katrineholm;Katrineholm;Katrineholm;;Katrineholm;;;;;;;;;;x
sweden_stockholm;Stockholm;Stockholm;Stockholm;;Estocolmo;;;;;;;;;;x
sweden_uppsala;Uppsala;Uppsala;Uppsala;;Uppsala;;;;;;;;;;x
sweden_kopparberg;Kopparberg;Kopparberg;Kopparberg;;Kopparberg;;;;;;;;;;x
sweden_gavle;Gavle;Gavle;Gavle;;Gavle;;;;;;;;;;x
sweden_falun;Falun;Falun;Falun;;Falun;;;;;;;;;;x
sweden_gotland;Gotland;Gotland;Gotland;;Gotland;;;;;;;;;;x
uk_north_wales;North Wales;Galles du Nord;Nordwales;;Gales del Norte;;;;;;;;;;x
uk_south_wales;South Wales;Galles du Sud;Südwales;;Gales del Sur;;;;;;;;;;x
uk_cornwall;Cornwall;Cornouailles;Cornwall;;Cornwall;;;;;;;;;;x
uk_bristol;Gloucestershire;Gloucestershire;Gloucestershire;;Gloucestershire;;;;;;;;;;x
uk_dorset;Dorset;Dorset;Dorset;;Dorset;;;;;;;;;;x
uk_oxford;Oxfordshire;Oxfordshire;Oxfordshire;;Oxfordshire;;;;;;;;;;x
uk_kent;Kent;Kent;Kent;;Kent;;;;;;;;;;x
uk_london;Middlesex;Middlesex;Middlesex;;Middlesex;;;;;;;;;;x
uk_cambridge;Cambridgeshire;Cambridgeshire;Cambridgeshire;;Cambridgeshire;;;;;;;;;;x
uk_east_anglia;East Anglia;Est-Anglie;East Anglia;;Anglia Oriental;;;;;;;;;;x
uk_lincoln;Lincolnshire;Lincolnshire;Lincolnshire;;Lincolnshire;;;;;;;;;;x
uk_west_midlands;West Midlands;Midlands de l'Ouest;West-Midlands;;Midlands occidentales;;;;;;;;;;x
uk_east_midlands;East Midlands;Midlands de l'Est;Ost-Midlands;;Midlands Orientales;;;;;;;;;;x
uk_liverpool;Lancashire;Lancashire;Lancashire;;Lancashire;;;;;;;;;;x
uk_carlisle;Cumbria;Cumbrie;Cumbria;;Cumbria;;;;;;;;;;x
uk_newcastle;Northumberland;Northumberland;Northumberland;;Northumberland;;;;;;;;;;x
uk_york;East Yorkshire;Yorkshire de l'Est;Ost-Yorkshire;;Yorkshire Oriental;;;;;;;;;;x
uk_hull;West Yorkshire;Yorkshire de l'Ouest;West-Yorkshire;;Yorkshire Occidental;;;;;;;;;;x
uk_edinburgh;Lothian;Lothian;Lothian;;Lothian;;;;;;;;;;x
uk_ayr;Ayrshire;Ayrshire;Ayrshire;;Ayrshire;;;;;;;;;;x
uk_glasgow;Lanarkshire;Lanarkshire;Lanarkshire;;Lanarkshire;;;;;;;;;;x
uk_rosyth;Fife;Fife;Fife;;Fife;;;;;;;;;;x
uk_aberdeen;Aberdeenshire;Aberdeenshire;Aberdeenshire;;Aberdeenshire;;;;;;;;;;x
uk_mallaig;Argyll;Argyll;Argyll;;Argyll;;;;;;;;;;x
uk_inverness;Inverness-shire;Inverness-shire;Inverness-shire;;Inverness-shire;;;;;;;;;;x
uk_scapa;Caithness;Caithness;Caithness;;Caithness;;;;;;;;;;x
uk_stornoway;Ross and Cromarty;Ross and Cromarty;Ross und Cromarty;;Ross y Cromarty;;;;;;;;;;x
uk_belfast;Antrim;Antrim;Antrim;;Antrim;;;;;;;;;;x
uk_armagh;Armagh;Armagh;Armagh;;Armagh;;;;;;;;;;x
FRA_2877;Chablis;Chablis;Chablis;;Chablis;;;;;;;;;;x
FRA_3080;Dijon;Dijon;Dijon;;Dijon;;;;;;;;;;x
FRA_3280;Beaune;Beaune;Beaune;;Beaune;;;;;;;;;;x
FRA_3620;Lyon;Lyon;Lyon;;Lyon;;;;;;;;;;x
FRA_3823;Avignon;Avignon;Avignon;;Aviñón;;;;;;;;;;x
FRA_3893;Montpellier;Montpellier;Montpellier;;Montpellier;;;;;;;;;;x
FRA_2485;Paris;Paris;Paris;;París;;;;;;;;;;x
FRA_2746;Troyes;Troyes;Troyes;;Troyes;;;;;;;;;;x
FRA_2802;St. Nazaire;St. Nazaire;St. Nazaire;;St. Nazario;;;;;;;;;;x
FRA_2937;Nantes;Nantes;Nantes;;Nantes;;;;;;;;;;x
FRA_2805;Richelieu;Richelieu;Richelieu;;Richelieu;;;;;;;;;;x
FRA_2742;Tours;Tours;Tours;;Tours;;;;;;;;;;x
FRA_2743;Orleans;Orléans;Orleans;;Orleans;;;;;;;;;;x
FRA_2942;Briare;Briare;Briare;;Briare;;;;;;;;;;x
FRA_3964;Beziers;Béziers;Beziers;;Beziers;;;;;;;;;;x
FRA_4297;Perpignam;Perpignan;Perpignam;;Perpiñán;;;;;;;;;;x
FRA_3753;St. Etienne;St. Étienne;St. Etienne;;St. Etienne;;;;;;;;;;x
FRA_3551;Macon;Mâcon;Macon;;Mâcon;;;;;;;;;;x
FRA_3343;Cognac;Cognac;Cognac;;Cognac;;;;;;;;;;x
FRA_3412;Bordeaux;Bordeaux;Bordeaux;;Burdeos;;;;;;;;;;x
FRA_3747;Stade Montois;Stade Montois;Stade Montois;;Stade Montois;;;;;;;;;;x
FRA_4027;Bayonne;Bayonne;Bayonne;;Bayona;;;;;;;;;;x
FRA_3959;Pau;Pau;Pau;;Pau;;;;;;;;;;x
FRA_4099;Toulouse;Toulouse;Toulouse;;Toulouse;;;;;;;;;;x
FRA_4100;Lavelanet;Lavelanet;Lavelanet;;Lavelanet;;;;;;;;;;x
FRA_3889;Montauban;Montauban;Montauban;;Montauban;;;;;;;;;;x
FRA_3681;Brive;Brive;Brive;;Brive;;;;;;;;;;x
FRA_3820;Castres;Castres;Castres;;Castres;;;;;;;;;;x
FRA_3819;Albi;Albi;Albi;;Albi;;;;;;;;;;x
FRA_3750;Rodez;Rodez;Rodez;;Rodez;;;;;;;;;;x
FRA_3684;Saignes;Saignes;Saignes;;Saignes;;;;;;;;;;x
FRA_3011;Avallon;Avallon;Avallon;;Avallon ;;;;;;;;;;x
FRA_2941;Bourges;Bourges;Bourges;;Bourges;;;;;;;;;;x
FRA_3006;Thouars;Thouars;Thouars;;Thouars;;;;;;;;;;x
FRA_2940;Decartes;Descartes;Decartes;;Decartes;;;;;;;;;;x
FRA_3141;Poiteirs;Poitiers;Poiteirs;;Poitiers;;;;;;;;;;x
FRA_3345;Limoges;Limoges;Limoges;;Limoges;;;;;;;;;;x
FRA_3415;Martel;Martel;Martel;;Martel;;;;;;;;;;x
FRA_3144;Nevers;Nevers;Nevers;;Nevers;;;;;;;;;;x
FRA_3417;Vichy;Vichy;Vichy;;Vichy;;;;;;;;;;x
FRA_3550;Clermont Auvergne;Clermont Auvergne;Clermont Auvergne;;Clermont Auvergne;;;;;;;;;;x
FRA_3277;St Vaury;St Vaury;St. Vaury;;St Vaury;;;;;;;;;;x
AUS_3220;Pfunds;Pfunds;Pfunds;;Pfunds;;;;;;;;;;x
AUS_3358;Innsbruck;Innsbruck;Innsbruck;;Innsbruck;;;;;;;;;;x
AUS_2955;Salzburg;Salzbourg;Salzburg;;Salzburgo;;;;;;;;;;x
AUS_3429;Lienz;Lienz;Linz;;Lienz;;;;;;;;;;x
AUS_3291;Bischofshofen;Bischofshofen;Bischofshofen;;Bischofshofen;;;;;;;;;;x
AUS_3361;Klagenfurt;Klagenfurt;Klagenfurt;;Klagenfurt;;;;;;;;;;x
AUS_3092;Linz;Linz;Linz;;Linz;;;;;;;;;;x
AUS_3227;Graz;Graz;Graz;;Graz;;;;;;;;;;x
AUS_3026;Vienna;Vienne;Wien;;Viena;;;;;;;;;;x
AUS_2957;Zwettl;Zwettl;Zwettl;;Zwettl;;;;;;;;;;x
SCH_3425;Davos;Davos;Davos;;Davos;;;;;;;;;;x
SCH_3218;Zurich;Zurich;Zürich;;Zúrich;;;;;;;;;;x
SCH_3354;Locarno;Locarno;Locarno;;Locarno;;;;;;;;;;x
SCH_3284;Basel;Bâle;Basel;;Basilea;;;;;;;;;;x
SCH_3556;Brig;Brigue;Brig;;Brig;;;;;;;;;;x
SCH_3422;Geneva;Genève;Genf;;Ginebra;;;;;;;;;;x
CZE_2757;Budweis;Budweis;Budweis;;Budweis;;;;;;;;;;x
CZE_2560;Bor;Bor;Bor;;Bor;;;;;;;;;;x
CZE_2499;Liberec;Liberec;Liberec;;Liberec;;;;;;;;;;x
CZE_2693;Prague;Prague;Prag;;Praga;;;;;;;;;;x
CZE_2563;Hradec Kralove;Hradec Kralove;Hradec Kralove;;Hradec Králové;;;;;;;;;;x
CZE_2823;Pisek;Pisek;Pisek;;Pisek;;;;;;;;;;x
CZE_2824;Moravian Budweis;Budweis;Mährisch-Budweis;;Budweis de Moravia;;;;;;;;;;x
CZE_2695;Brno;Brno;Brno;;Brno;;;;;;;;;;x
CZE_2696;Olomouc;Olomouc;Olomouc;;Olomouc;;;;;;;;;;x
CZE_2892;Holic;Holic;Holic;;Holic;;;;;;;;;;x
CZE_3095;Bratislava;Bratislava;Bratislava;;Bratislava;;;;;;;;;;x
CZE_2763;Zilina;Zilina;Zilina;;Zilina;;;;;;;;;;x
CZE_2960;Nitra;Nitra;Nitra;;Nitra;;;;;;;;;;x
CZE_3030;Levice;Levice;Levice;;Levice;;;;;;;;;;x
CZE_2829;Brezno;Brezno;Brezno;;Brezno;;;;;;;;;;x
CZE_2962;Kosice;Kosice;Kosice;;Kosice;;;;;;;;;;x
CZE_2898;Presov;Presov;Presov;;Presov;;;;;;;;;;x
CZE_2967;Ruthenia;Ruthénie;Ruthenia;;Rutenia;;;;;;;;;;x
POL_2097;Kalisz;Kalisz;Kalisz;;Kalisz;;;;;;;;;;x
POL_1982;Plock;Plock;Plock;;Plock;;;;;;;;;;x
POL_1868;Warsaw;Varsovie;Warschau;;Varsovia;;;;;;;;;;x
POL_1809;Lomza;Lomza;Lomza;;Lomza;;;;;;;;;;x
POL_1691;Varena;Varena;Varena;;Varena;;;;;;;;;;x
POL_1532;Wilno;Vilnius;Wilno;;Vilna;;;;;;;;;;x
POL_1490;Svir;Svir;Svir;;Svir;;;;;;;;;;x
POL_1634;Stolpce;Stolpce;Stolpce;;Stolpce;;;;;;;;;;x
POL_1752;Lida;Lida;Lida;;Lida;;;;;;;;;;x
POL_1873;Pinsk;Pinsk;Pinsk;;Pinsk;;;;;;;;;;x
POL_2046;Pripet;Pripet;Pripet;;Pripet;;;;;;;;;;x
POL_2162;Styr;Styr;Styr;;Styr;;;;;;;;;;x
POL_2391;Dubno;Dubno;Dubno;;Dubno;;;;;;;;;;x
POL_2510;Ternopil;Ternopil;Ternopil;;Ternopil;;;;;;;;;;x
POL_3036;Orynyn;Orynyn;Orynyn;;Orynyn;;;;;;;;;;x
POL_2769;Skalat;Skalat;Skalat;;Skalat;;;;;;;;;;x
POL_2636;Stryy;Stryy;Stryy;;Stryy;;;;;;;;;;x
POL_2702;Przemysl;Przemysl;Przemysl;;Przemysl;;;;;;;;;;x
POL_2700;Gorlice;Gorlice;Gorlice;;Gorlice;;;;;;;;;;x
POL_2506;Tarnow;Tarnow;Tarnow;;Tarnów;;;;;;;;;;x
POL_2214;Klobuck;Klobuck;Klobuck;;Klobuck;;;;;;;;;;x
POL_2040;Lodz;Lodz;Lodz;;Lódz;;;;;;;;;;x
POL_1984;Siedlce;Siedlce;Siedlce;;Siedlce;;;;;;;;;;x
POL_1810;Bialystok;Bialystok;Bialystok;;Bialystok;;;;;;;;;;x
POL_1930;Brest Litovsk;Brest Litovsk;Brest Litovsk;;Brest-Litovsk;;;;;;;;;;x
POL_1987;Povorsk;Povorsk;Povorsk;;Povorsk;;;;;;;;;;x
POL_2219;Kovel;Kovel;Kovel;;Kovel;;;;;;;;;;x
POL_2509;Lvov;Lvov;Lvov;;Lvov;;;;;;;;;;x
POL_2388;Jaroslav;Jaroslav;Jaroslav;;Jaroslav;;;;;;;;;;x
POL_2389;Zamosc;Zamosc;Zamosc;;Zamo??;;;;;;;;;;x
POL_2217;Shatsk;Shatsk;Shatsk;;Shatsk;;;;;;;;;;x
POL_2216;Lublin;Lublin;Lublin;;Lublin;;;;;;;;;;x
POL_2215;Kielce;Kielce;Kielce;;Kielce;;;;;;;;;;x
LIT_1395;Memel;Memel;Memel;;Memel;;;;;;;;;;x
LIT_1577;Alytus;Alytus;Alytus;;Alytus;;;;;;;;;;x
LIT_1531;Vievis;Vievis;Vievis;;Vievis;;;;;;;;;;x
LIT_1355;Utena;Utena;Utena;;Utena;;;;;;;;;;x
LIT_1442;Kaunas;Kaunas;Kaunas;;Kaunas;;;;;;;;;;x
LIT_1308;Siauliai;Siauliai;Siauliai;;Siauliai;;;;;;;;;;x
LAT_1261;Liepaja;Liepaja;Liepaja;;Liepâja;;;;;;;;;;x
LAT_1096;Tukums;Tukums;Tukums;;Tukums;;;;;;;;;;x
LAT_1220;Riga;Riga;Riga;;Riga;;;;;;;;;;x
LAT_1222;Jekabpils;Jekabpils;Jekabpils;;Jekabpils;;;;;;;;;;x
LAT_1311;Daugavpils;Daugavpils;Daugavpils;;Daugavpils;;;;;;;;;;x
LAT_1140;Gulbene;Gulbene;Gulbene;;Gulbene;;;;;;;;;;x
LAT_1098;Cesis;Cesis;Cesis;;Cesis;;;;;;;;;;x
EST_985;Parnu;Parnu;Parnu;;Parnu;;;;;;;;;;x
EST_906;Tallin;Tallin;Tallin;;Tallin;;;;;;;;;;x
EST_820;Narva;Narva;Narva;;Narva;;;;;;;;;;x
EST_1062;Tartu;Tartu;Tartu;;Tartu;;;;;;;;;;x
FIN_698;Viipuri;Viipuri;Viipuri;;Viipuri;;;;;;;;;;x
FIN_696;Kotka;Kotka;Kotka;;Kotka;;;;;;;;;;x
FIN_780;Helsinki;Helsinki;Helsinki;;Helsinki;;;;;;;;;;x
FIN_736;Turku;Turku;Turku;;Turku;;;;;;;;;;x
FIN_779;Hanko;Hanko;Hanko;;Hanko;;;;;;;;;;x
FIN_654;Forssa;Forssa;Forssa;;Forssa;;;;;;;;;;x
FIN_655;Lahti;Lahti;Lahti;;Lahti;;;;;;;;;;x
FIN_580;Onkamo;Onkamo;Onkamo;;Onkamo;;;;;;;;;;x
FIN_507;Soujarvi;Soujarvi;Soujarvi;;Soujarvi;;;;;;;;;;x
FIN_433;Joensuu;Joensuu;Joensuu;;Joensuu;;;;;;;;;;x
FIN_352;Lieksa;Lieksa;Lieksa;;Lieksa;;;;;;;;;;x
FIN_505;Varkus;Varkus;Varkus;;Varkus;;;;;;;;;;x
FIN_615;Pori;Pori;Pori;;Pori;;;;;;;;;;x
FIN_537;Tampere;Tampere;Tampere;;Tampere;;;;;;;;;;x
FIN_503;Padosjoki;Padosjoki;Padosjoki;;Padosjoki;;;;;;;;;;x
FIN_427;Teuva;Teuva;Teuva;;Teuva;;;;;;;;;;x
FIN_346;Vaasa;Vaasa;Vaasa;;Vaasa;;;;;;;;;;x
FIN_398;Perho;Perho;Perho;;Perho;;;;;;;;;;x
FIN_429;Karstula;Karstula;Karstula;;Karstula;;;;;;;;;;x
FIN_401;Kuopio;Kuopio;Kuopio;;Kuopio;;;;;;;;;;x
FIN_301;Toholampi;Toholampi;Toholampi;;Toholampi;;;;;;;;;;x
FIN_249;Oulu;Oulu;Oulu;;Oulu;;;;;;;;;;x
FIN_302;Kilpua;Kilpua;Kilpua;;Kilpua;;;;;;;;;;x
FIN_349;Kiuruvesi;Kiuruvesi;Kiuruvesi;;Kiuruvesi;;;;;;;;;;x
FIN_327;Nurmes;Nurmes;Nurmes;;Nurmes;;;;;;;;;;x
FIN_284;Pista;Pista;Pista;;Pista;;;;;;;;;;x
FIN_266;Kajaani;Kajaani;Kajaani;;Kajaani;;;;;;;;;;x
FIN_208;Vaala;Vaala;Vaala;;Vaala;;;;;;;;;;x
FIN_222;Hossa;Hossa;Hossa;;Hossa;;;;;;;;;;x
FIN_182;Olanga;Olanga;Olanga;;Olanga;;;;;;;;;;x
FIN_126;Nota;Nota;Nota;;Nota;;;;;;;;;;x
