EVTDESC600;We have won the Battle of Bzura!\n\nThe Battle of the Bzura took place from 9 to 19 September 1939 and was fought between Polish and German forces. The battle, which was one of the last major military actions ever to have been conducted on horseback, took place to the west of Warszawa, near the Bzura River. A Polish breakout attack gained initial success but eventually faltered after a concentrated German counterattack. After many long and hard battles, the Germans outflanked the Polish forces and took all the west Poland.;;Wir haben die Schlacht von Bzura gewonnen!\n\nDie Schlacht an der Bzura wurde vom 9. bis 19. September 1939 ausgefochen und war eine der letzten großen militärischen Operationen, die mit Pferden ausgefochten wurden. Sie fand westlich von Warschau, nahe dem Fluss Bzura statt. Ein polnischer Ausbruchsversuch hatte anfangs Erfolg, jedoch schlug er am Ende durch einen konzentrierten deutschen Gegenangriff fehl. Nach vielen langen und harten Gefechten flankierten die deutschen die polnischen Truppen und brachten ganz Westpolen unter ihre Kontrolle.;;La batalla del Bzura se libró entre el 9 y el 19 de septiembre de 1939 entre fuerzas polacas y alemanas. La batalla, una de las últimas acciones bélicas importantes que tuvieron lugar a caballo, se produjo al oeste de Varsovia, cerca del río Bzura. El fulminante ataque polaco obtuvo éxito inicialmente, pero acabó perdiendo energía ante el contraataque alemán. Tras muchas largas y duras batallas, los alemanes flanquearon a las fuerzas polacas y conquistaron todo el oeste de Polonia.;;;;;;;;;x
EVTSUB600;Our Losses: $LAND_WINNER_LOSSES$ Enemy Losses: $LAND_LOSER_LOSSES$;;Unsere Verluste: $LAND_WINNER_LOSSES$ Verluste des Feindes: $LAND_LOSER_LOSSES$;;Nuestras pérdidas: $LAND_WINNER_LOSSES$ Pérdidas del enemigo: $LAND_LOSER_LOSSES$;;;;;;;;;x
EVTOPTA600;Victory is ours!;;Der Sieg ist unser!;;¡La victoria es nuestra!;;;;;;;;;x
EVTOPTB600;Great work men!;;Gute Arbeit Männer!;;¡Gran trabajo, soldados!;;;;;;;;;x
EVTNAME601;Victorious Battle of Kobryn;;Siegreiche Schlacht von Kobryn;;Batalla de Kobryn (victoria);;;;;;;;;x
EVTDESC601;We have won the Battle of Kobryn!\n\nThe Battle of Kobryn was fought between September 14 and September 18,1939, between the German XIX Panzer Corps of General Heinz Guderian and the improvised Polish 'Kobryn' Infantry Division of Colonel Adam Epler. The battle of Kobryn came to an end when general Franciszek Kleeberg, due to the information about the Soviet Invasion of Poland pouring in from the frontline and reports about Red Army forces, decided to send orders to all units of his GO 'Polesie' to immediately stop all combats and withdraw to the south towards the Pinsk Marshes. 60th Infantry Division left Kobryn and marched to the area of Dywin. General Kleeberg also decided to shift the headquarters of his GO 'Polesie' from Pinsk to Lubieszów.;;Wir haben die Schlacht von Kobryn gewonnen!\n\nDie Schlacht von Kobryn wurde zwischen 14. und 18. September 1939 zwischen dem deutschen XIX Panzerkorps unter General Heinz Guderian und einer polnischen Infantriedivision unter Colonel Adam Epler ausgefochten. Die Schlacht endete als das polnische Oberkommando aufgrund heranrückender Verbände der Wehrmacht und der Roten Armee den Rückzug in die Sümpfe von Pinsk befahl.;;"La batalla de Kobryn, librada entre el 14 y el 18 de septiembre de 1939, enfrentó al XIX Cuerpo Panzer del general Heinz Guderian y a la División reforzada polaca "Kobryn" del coronel Adam Epler. La batalla de Kobryn finalizó cuando el general Franciszek Kleeberg, informado de que las fuerzas soviéticas estaban cruzando en tropel la frontera, decidió ordenar a las unidades del GO "Polesie" que cesaran al instante todos los combates y se retiraran en dirección sur, hacia las ciénagas de Pinsk. La 60ª División de Infantería evacuó Kobryn y se dirigió a la zona de Dywin. El Kleeberg también decidió trasladar los cuarteles generales de su GO "Polesie" de Pinsk a Lubieszów.";;;;;;;;;x
EVTNAME602;Victorious Battle of Tomaszow Lubelski;;Siegreiche Schlacht von Tomaszow Lubelski;;La batalla de Tomaszow Lubelski (victoria);;;;;;;;;x
EVTDESC602;We have won the Battle of Tomaszow Lubelski!\n\nThe Battle of Tomaszow Lubelski took place from 17 September to 26 September 1939 near the town of Tomaszow Lubelski. It was the largest tank battle of the campaign. It resulted in the destruction of the Polish forces, which included one of the largest Polish armored units of that time, the Warszawa Armoured Motorized Brigade. Twice during the battle, Polish units attempted to break through the German positions towards the south. The first attempt ended with the capitulation of the Army Lublin on 20 September. The so-called Northern Front made the next attempt. Only the cavalry group under general Wladyslaw Anders was successful, most of the remaining Polish forces failed to break through and capitulated around 26 September.;;Wir haben die Schlacht von Tomaszow Lubelski gewonnen!\n\nDie Schlacht von Tomaszow Lubelski fand vom 17. bis 26. September 1939 war die größte Panzerschlacht des Feldzuges. Dabei wurden die polnischen Verbände, inklusive des größten polnischen Panzerverbandes, völlig vernichtet. Die Polen versuchten 2 Mal nach Süden durch die deutschen Stellungen durchzubrechen, jedoch konnte nur ein Kavallerieverband dieses Ziel erreichen, der Rest kapitulierte am 26. September.;;La batalla de Tomaszow Lubelski tuvo lugar entre el 17 y el 26 de septiembre de 1939 cerca de la ciudad del mismo nombre. Fue la más importante batalla de tanques de la campaña. Su resultado fue la destrucción de las fuerzas polacas, que incluían una de las unidades blindadas más importantes de aquella época, la brigada motorizada acorazada Warszawa. En dos ocasiones durante la batalla, las fuerzas polacas trataron de atravesar las posiciones alemanas para llegar hasta el sur. El primero de estos intentos terminó con la capitulación del ejército Lublin el 20 de septiembre. El llamado Frente del Norte realizó el siguiente intento. Solo el grupo de caballería del general Wladyslaw Anders alcanzó sus objetivos. La mayoría de las restantes fuerzas polacas fracasaron en su intento y capitularon alrededor del 26 de septiembre.;;;;;;;;;x
EVTNAME603;Victorious Battle of Kock;;Siegreiche Schlacht von Kock;;La batalla de Kock (victoria);;;;;;;;;x
EVTDESC603;We have won the Battle of Kock!\n\nThe Battle of Kock, was the final battle in the Invasion of Poland at the beginning of World War II. It took place between 2–5 October 1939, near the town of Kock, in Poland. The Polish Polesie Independent Operational Group, led by General Franciszek Kleeberg, fought the German 14th Motorised Corps, led by General Gustav von Wiedesheim. The German 14th Motorised Corps was made up of the 29th and 13th Motorised Infantry Divisions and some independent units. One of the last attacks was by the 29thMotorised Division on the 'Podlaska' Cavalry Brigade positions and the rear of the 'Brzoza' Division. This made the Polish formations withdrew to the south of Kryzywda. The Polesie Independent Group surrendered on 6 October at 1000. In his last order General Kleeberg wrote that the reason for his decision to capitulate was that they were surrounded and ammunition and food were depleted.;;Wir haben die Schlacht von Kock gewonnen!\n\nDie Schlacht von Kock war die letzte Schlacht des Feldzuges vom 2–5 Oktober 1939. Die polnische Polesie-Gruppe unter General Franciszek Kleeberg kämpfte gegen das deutsche 14. Motorisierte Korps unter General Gustav von Wiedesheim. Am 6. Oktober um 10 Uhr kapitulierten die Polen, nachdem ihnen der Nachschub ausging.;;"La batalla de Kock fue el último enfrentamiento armado de la campaña polaca, en los primeros compases de la Segunda Guerra Mundial. Tuvo lugar entre el 2 y el 5 de octubre de 1939, cerca de la ciudad polaca de Kock. El Grupo Operativo Independiente Polesie, comandado por el general Franciszek Kleeberg, se enfrentó al 14º Cuerpo Motorizado, dirigido por el general Gustav von Wiedesheim. El 14º Cuerpo Motorizado alemán estaba formado por las Divisiones de Infantería Motorizada 29ª y 13ª, así como varias unidades independientes. Uno de los últimos ataques corrió a cargo de la 29ª División Motorizada sobre las posiciones de la Brigada de Caballería "Podlaska" y la retaguardia de la División "Brzoza". Esto provocó que las formaciones polacas se retiraran al sur de Kryzywda. El Grupo Independiente "Polesie" se rindió el 6 de octubre a las 1000. En su última orden, el general Kleeberg escribió que su decisión de capitular estaba motivada porque sus unidades estaban rodeadas y carecían de municiones y provisiones.";;;;;;;;;x
EVTNAME604;Victorious Battle of Stalingrad;;Siegreiche Schlacht von Stalingrad;;Batalla de Stalingrado (victoria);;;;;;;;;x
EVTDESC604;We have won the Battle of Stalingrad!\n\nNazi Germany and its allies fought the Soviet Union for control of the city of Stalingrad. The battle took place between 17 July 1942 and 2 February 1943, and is often cited as one of the turning points of the war. The German offensive to capture Stalingrad proceeded rapidly in the late summer of 1942, supported by Luftwaffe bombing which reduced much of the city to rubble. But the Wehrmacht was unable to dislodge the last Soviet defenders, who clung tenaciously to the west bank of the Volga River as the weather turned rainy and cold. In November 1942, the Red Army launched Operation Uranus, a two-pronged attack on the exposed flanks of the German 6th Army in Stalingrad. The weakly held German flanks collapsed and the German 6th Army was cut off and surrounded inside Stalingrad. By early February 1943, German resistance in Stalingrad had ceased, and the surrounded 6th Army had been destroyed.;;Wir haben die Schlacht von Stalingrad gewonnen!\n\nDie Schlacht fand zwischen 17. Juli und 2. Februar 1943 statt und wird oft als Wendepunkt des 2. Weltkrieges bezeichnet. Die deutsche sommeroffensive stieß rasch auf Stalingrad und den Kaukasus vor, jedoch konnte die Wehrmacht die russischen Truppen nicht aus der in Trümmer liegenden Stadt vertreiben. Im November 1942 führte die Rote Armee Operation Uranus durch, die Gegenoffensive im Norden und Süden, die schnell durch die dort postierten, schlecht ausgerüsteten rumänischen Verbände stieß und die deutsche 6. Armee in Stalingrad einkesselte. Anfang Februar 1943 brach der deutsche Widerstand in der Stadt zusammen und die überlebenden 90000 Mann gingen in Gefangenschaft.;;La Alemania nazi y sus aliados se enfrentaron a la Unión Soviética por el control de la ciudad de Stalingrado. La batalla, que tuvo lugar entre el 17 de julio de 1942 y el 2 de febrero de 1943, suele citarse como uno de los puntos de inflexión de la guerra. La ofensiva alemana en dirección a Stalingrado progresó con rapidez a finales del verano de 1942, apoyada en bombardeos de la Luftwaffe que redujeron a escombros gran parte de la ciudad. Pero la Wehrmacht fue incapaz de desalojar a los últimos defensores soviéticos, que se aferraron con tenacidad a la orilla occidental del Volga mientras el tiempo se iba volviendo lluvioso y frío. En noviembre de 1942, el Ejército Rojo inició la operación Uranus, un ataque en pinza sobre los desprotegidos flancos del 6º Ejército alemán en Stalingrado. Los flancos alemanes, mal defendidos, se desmoronaron ante la ofensiva y el 6º Ejército quedó aislado en el interior de Stalingrado. Al iniciarse febrero de 1943, la resistencia alemana en Stalingrado había cesado y el rodeado 6º Ejército había sido destruido.;;;;;;;;;x
EVTNAME605;Victorious Battle of Bialystok–Minsk;;Siegreiche Schlacht von Bialystok-Minsk;;Batalla de Bialystok–Minsk (victoria);;;;;;;;;x
EVTDESC605;We have won the Battle of Bialystok–Minsk!\n\nThe Battle of Bialystok–Minsk was a German strategic operation conducted by the Army Group Centre during the opening stage of Operation Barbarossa lasting from 22 to 29 June 1941. Its goal was encirclement of the Red Army forces around Minsk. Five days after the invasion on 27 June, the pincer of Guderian's 2nd Panzer Army and Hoth's 3rd Panzer Army closed east of Minsk. The Panzer Armies had advanced 321 km into the Soviet Union and almost a third of the distance to Moscow. On 28 June, the 9th and 4th German Armies linked up east of Bialystok, splitting the encircled Soviet forces into two pockets: a smaller Bialystok pocket containing the Soviet 10th Army and a larger Navahrudak pocket containing the 3rd and 13th Armies. On 29 June Minsk, the capital of Belarus, fell to the Wehrmacht. A second Red Army counter-attack by the 20th Mechanized Corps and 4th Airborne Corps failed to breach the encirclement as well, and by 30 June the pocket was completely closed.;;Wir haben die Schlacht von Bialystok-Minsk gewonnen!\n\nDie Schlacht von Bialystok–Minsk war eine strategische deutsche Operation der Heeresgruppe Mitte zu Beginn der Operation Barbarossa, um die Verbände der Roten Armee um Minsk einzuschließen und zu vernichten. 5 Tage nach der Invasion schloss sich der Ring durch die Panzerspitzen der 2. und 3. Panzergruppen. Andere deutsche Armeen trafen sich bei Bialystok und machten 2 Kessel aus dem großen Ring, die russische 10., 3. und 13. Armeen waren eingekesselt worden.;;La batalla de Bialystok–Minsk fue una operación estratégica alemana ejecutada por el Grupo de Ejércitos del Centro durante las fases iniciales de la operación Barbarossa que se prolongó entre el 22 y el 29 de junio de 1941. Su objetivo era el embolsamiento de las fuerzas del Ejército Rojo en los alrededores de Minsk. Cinco días después de la invasión, el 27 de junio, la pinza del 2º Ejército Panzer de Guderian y del 3er Ejército Panzer de Hoth se encontraron al este de Minsk. Los ejércitos Panzer se habían adentrado 321 Km. en la Unión Soviética, casi una tercera parte de la distancia hasta Moscú. El 28 de junio, el 9º y el 4º Ejércitos alemanes se encontraron al este de Bialystok, con lo que las fuerzas soviéticas quedaban divididas en dos bolsas: una más pequeña en Bialystok, que contenía el 10º Ejército soviético y una más grande en Navahrudak, con los Ejércitos 3º y 13º. El 29 de junio, Minsk, capital de Bielorrusia, se rindió a la Wehrmacht. Un segundo contraataque soviético protagonizado por el 20º Cuerpo Mecanizado y el 4º Cuerpo Aerotransportado no logró romper el cerco y el 30 de junio este terminó de cerrarse.;;;;;;;;;x
EVTNAME606;Victorious Battle of Raseiniai;;Siegreiche Schlacht von Raseiniai;;Batalla de Raseiniai (victoria);;;;;;;;;x
EVTDESC606;We have won the Battle of Raseiniai!\n\nThe Battle of Raseiniai took place from 23 june to 27 June 1941. The tank battle was fought between the elements of the 4th Panzer Army and two Soviet Mechanized Corps in Lithuania, 75 km northwest of Kaunas, in the attempt by the commander of the Northwestern Front to contain and destroy German troops that had crossed the Neman River. The result of the battle was the almost complete destruction of Soviet armoured forces of the Northwestern Front, clearing the way for the continued German offensive towards the crossings of the Daugava River. This was one of the major battles during the initial phases of Operation Barbarossa known in Soviet history as the Border Defensive Battles as part of the larger Baltic Strategic Defensive Operation.;;Wir haben die Schlacht von Raseiniai gewonnen!\n\nDie Schlacht von Raseiniai fand vom 23. bis 27. Juni 1941 statt. Die Panzerschlacht wurde zwischen der deutschen 4. Panzerarmee und 2 russischen mechanisierten Korps in Litauen ausgetragen. Die sowjetischen Panzerverbände versuchten, den deutschen Vormarsch aufzuhalten und wurden dabei fast vollständig aufgerieben.;;La batalla de Raseiniai tuvo lugar entre el 23 y el 27 de junio de 1941. Esta batalla de tanques enfrentó a elementos del 4º Ejército Panzer con dos cuerpos mecanizados en Lituania, 75 Km. al noroeste de Kaunas, en un intento por parte del mando del Frente Noroeste de contener y destruir las fuerzas alemanas que había cruzado el río Neman. El resultado de la batalla fue la destrucción casi completa de las fuerzas blindadas soviéticas del Frente Noroeste, con lo que se despejó el camino para la ofensiva alemana en dirección a los cruces del Daugava. Fue uno de los principales enfrentamientos de la fase inicial de la operación Barbarossa (conocida en la historiografía soviética como Batallas Defensivas de la Frontera, en el contexto de la Operación Defensiva Báltica, de mayor entidad).;;;;;;;;;x
EVTNAME607;Victorious Battle of Dubna;;Siegreiche Schlacht von Dubna;;Batalla de Dubna (victoria);;;;;;;;;x
EVTDESC607;We have won the Battle of Dubna!\n\nThe Battle of Dubna was a tank battle fought between the Panzer Group 1's IIIrd, XLVIII Army Corps and five Soviet Mechanized Corps in Soviet-occupied Poland between 26 and 30 June 1941 known in Soviet historiography as the Ukrainian Border Defensive Battles. Although the Red Army formations inflicted heavy losses on the German forces, they were outmanoeuvred and suffered large losses in tanks. This was of the most intense armoured engagements in the opening phase of Operation Barbarossa and remained the largest tank battle of World War II until the Battle of Kursk two years later.;;Wir haben die Schlacht von Dubna gewonnen!\n\nDie Schlacht von Dubna war eine Panzerschlacht zwischen dem III und XLVIII Armeekorps der 1. Panzergruppe und 5 sowjetischen mechanisierten Korps im sowjetisch besetzten Polen zu Beginn der Operation Barbarossa. Obwohl die Deutschen Verluste erlitten, waren die russischen Verluste vor allem an Panzern vernichtend. Das Gefecht blieb bis zur Schlacht bei Kursk 2 Jahre später die größte Panzerschlacht der Ostfront.;;La batalla de Dubna fue una batalla de tanques librada entre los Cuerpos de Ejército III y XLVIII, del 1er Grupo Panzer, y cinco cuerpos mecanizados soviéticos entre el 26 y el 30 de junio de 1941, en la región de la Polonia ocupada por los soviéticos. En la historiografía soviética se la conoce como Batallas Defensivas de la Frontera Ucraniana. Aunque las formaciones del Ejército Rojo infligieron grandes pérdidas a las fuerzas alemanas, estas lograron imponerse en términos operativos y destruyeron gran parte de los tanques enemigos. Fue uno de los enfrentamientos blindados más intensos de las fases iniciales de la operación Barbarossa y siguió siendo la batalla de tanques más importante de la Segunda Guerra Mundial hasta la de Kursk, librada dos años después.;;;;;;;;;x
EVTNAME608;Victorious Battle of Kursk;;Siegreiche Schlacht von Kursk;;Batalla de Kursk (victoria);;;;;;;;;x
