PROV138;Jokkmokk;Jokkmokk;Jokkmokk;;Jokkmokk;;;;;;;;;x
PROV139;Polcirkeln;Polcirkeln;Polcirkeln;;Polcirkeln;;;;;;;;;x
PROV140;Pello;Pello;Pello;;Pello;;;;;;;;;x
PROV141;Sirkkakoski;Sirkkakoski;Sirkkakoski;;Sirkkakoski;;;;;;;;;x
PROV142;Korvala;Korvala;Korvala;;Korvala;;;;;;;;;x
PROV143;Kemijärvi;Kemijärvi;Kemijärvi;;Kemijärvi;;;;;;;;;x
PROV144;Salla;Salla;Salla;;Salla;;;;;;;;;x
PROV145;Kjume;Kjume;Kjume;;Kjume;;;;;;;;;x
PROV146;Ozero Kolvitskoye;Ozero Kolvitskoye;Ozero Kolvitskoye;;Ozero Kolvitskoye;;;;;;;;;x
PROV147;Inga;Inga;Inga;;Inga;;;;;;;;;x
PROV148;Vostocinoe  Munozero;Vostocinoe  Munozero;Vostocinoe  Munozero;;Vostocinoe Munozero;;;;;;;;;x
PROV149;Krasnoscel'e;Krasnoscel'e;Krasnoscele;;Krasnoscel'e;;;;;;;;;x
PROV150;Cal'mny-Varre;Cal'mny-Varre;Calmny-Varre;;Cal'mny-Varre;;;;;;;;;x
PROV151;Kepina;Kepina;Kepina;;Kepina;;;;;;;;;x
PROV152;Megra;Megra;Megra;;Megra;;;;;;;;;x
PROV153;Kilboghamn;Kilboghamn;Kilboghamn;;Kilboghamn;;;;;;;;;x
PROV154;Bjollånes;Bjollånes;Bjollånes;;Bjollånes;;;;;;;;;x
PROV155;Sädvaluspen;Sädvaluspen;Sädvaluspen;;Sädvaluspen;;;;;;;;;x
PROV156;Stenudden;Stenudden;Stenudden;;Stenudden;;;;;;;;;x
PROV157;Karats;Karats;Karats;;Karats;;;;;;;;;x
PROV158;Vuollerim;Vuollerim;Vuollerim;;Vuollerim;;;;;;;;;x
PROV159;Överkalix;Överkalix;Överkalix;;Överkalix;;;;;;;;;x
PROV160;Övertorneå;Övertorneå;Övertorneå;;Övertorneå;;;;;;;;;x
PROV161;Rovaniemi;Rovaniemi;Rovaniemi;;Rovaniemi;;;;;;;;;x
PROV162;Autti;Autti;Autti;;Autti;;;;;;;;;x
PROV163;Isokylä;Isokylä;Isokylä;;Isokylä;;;;;;;;;x
PROV164;Alakurtti;Alakurtti;Alakurtti;;Alakurtti;;;;;;;;;x
PROV165;Kandalaksa;Kandalaksa;Kandalaksa;;Kandalaksa;;;;;;;;;x
PROV166;Umba;Umba;Umba;;Umba;;;;;;;;;x
PROV167;Anufriyevskiy;Anufriyevskiy;Anufriyevskiy;;Anufriyevskiy;;;;;;;;;x
PROV168;Olenica;Olenica;Olenica;;Olenica;;;;;;;;;x
PROV169;Varzuga;Varzuga;Varzuga;;Varzuga;;;;;;;;;x
PROV170;Strel'na;Strel'na;Strel'na;;Strel'na;;;;;;;;;x
PROV171;Korabel'noye;Korabel'noye;Korabel'noye;;Korabel'noye;;;;;;;;;x
PROV172;Mo i Rana;Mo i Rana;Mo i Rana;;Mo i Rana;;;;;;;;;x
PROV173;Slierogaise;Slierogaise;Slierogaise;;Slierogaise;;;;;;;;;x
PROV174;Labbas;Labbas;Labbas;;Labbas;;;;;;;;;x
PROV175;Udtja;Udtja;Udtja;;Udtja;;;;;;;;;x
PROV176;Tårrajaur;Tårrajaur;Tårrajaur;;Tårrajaur;;;;;;;;;x
PROV177;Råne;Råne;Råne;;Råne;;;;;;;;;x
PROV178;Kalix;Kalix;Kalix;;Kalix;;;;;;;;;x
PROV179;Tornio;Tornio;Tornio;;Tornio;;;;;;;;;x
PROV180;Simojoki;Simojoki;Simojoki;;Simojoki;;;;;;;;;x
PROV181;Simojärvi;Simojärvi;Simojärvi;;Simojärvi;;;;;;;;;x
PROV182;Maaninkavaara;Maaninkavaara;Maaninkavaara;;Maaninkavaara;;;;;;;;;x
PROV183;Zelenoborskij;Zelenoborskij;Zelenoborskij;;Zelenoborskij;;;;;;;;;x
PROV184;Veprevskiy;Veprevskiy;Veprevskij;;Veprevskiy;;;;;;;;;x
PROV185;Cavan'ga;Cavan'ga;Cavanga;;Cavan'ga;;;;;;;;;x
PROV186;Kucema;Kucema;Kucema;;Kucema;;;;;;;;;x
PROV187;Nesna;Nesna;Nesna;;Nesna;;;;;;;;;x
PROV188;Bredviken;Bredviken;Bredviken;;Bredviken;;;;;;;;;x
PROV189;Laisvall;Laisvall;Laisvall;;Laisvall;;;;;;;;;x
PROV190;Arjeplog;Arjeplog;Arjeplog;;Arjeplog;;;;;;;;;x
PROV191;Kuollejaure;Kuollejaure;Kuollejaure;;Kuollejaure;;;;;;;;;x
PROV192;Harads;Harads;Harads;;Harads;;;;;;;;;x
PROV193;Luleå;Luleå;Luleå;;Lulea;;;;;;;;;x
PROV194;Hepola;Hepola;Hepola;;Hepola;;;;;;;;;x
PROV195;Ranua;Ranua;Ranua;;Ranua;;;;;;;;;x
PROV196;Livojoki;Livojoki;Livojoki;;Livojoki;;;;;;;;;x
PROV197;Oulanka;Oulanka;Oulanka;;Oulanka;;;;;;;;;x
PROV198;Lesozavodskij;Lesozavodskij;Lesosawodskij;;Lesozavodskij;;;;;;;;;x
PROV199;Lapominka;Lapominka;Lapominka;;Lapominka;;;;;;;;;x
PROV200;Donna;Donna;Donna;;Donna;;;;;;;;;x
PROV201;Oksskolten;Oksskolten;Oksskolten;;Oksskolten;;;;;;;;;x
PROV202;Umfors;Umfors;Umfors;;Umfors;;;;;;;;;x
PROV203;Uddjaure;Uddjaure;Uddjaure;;Uddjaure;;;;;;;;;x
PROV204;Luleb;Luleb;Luleb;;Luleb;;;;;;;;;x
PROV205;Kåbdalis;Kåbdalis;Kåbdalis;;Kåbdalis;;;;;;;;;x
PROV206;Boden;Boden;Boden;;Boden;;;;;;;;;x
PROV207;Yli-Kärpää;Yli-Kärpää;Yli-Kärpää;;Yli-Kärpää;;;;;;;;;x
PROV208;Pudasjärvi;Pudasjärvi;Pudasjärvi;;Pudasjärvi;;;;;;;;;x
PROV209;Kuusamo;Kuusamo;Kuusamo;;Kuusamo;;;;;;;;;x
PROV210;Zarecensk;Zarecensk;Zarecensk;;Zarecensk;;;;;;;;;x
PROV211;Tedino;Tedino;Tedino;;Tedino;;;;;;;;;x
PROV212;Mosjoen;Mosjoen;Mosjoen;;Mosjoen;;;;;;;;;x
PROV213;Bleikvassli;Bleikvassli;Bleikvassli;;Bleikvassli;;;;;;;;;x
PROV214;Vindelfjällen;Vindelfjällen;Vindelfjällen;;Vindelfjällen;;;;;;;;;x
PROV215;Sorsele;Sorsele;Sorsele;;Sorsele;;;;;;;;;x
PROV216;Slagnäs;Slagnäs;Slagnäs;;Slagnäs;;;;;;;;;x
PROV217;Moskosel;Moskosel;Moskosel;;Moskosel;;;;;;;;;x
PROV218;Älvsbyn;Älvsbyn;Älvsbyn;;Älvsbyn;;;;;;;;;x
PROV219;Olhava;Olhava;Olhava;;Olhava;;;;;;;;;x
PROV220;Ylikiiminki;Ylikiiminki;Ylikiiminki;;Ylikiiminki;;;;;;;;;x
PROV221;Kalhamajärvi;Kalhamajärvi;Kalhamajärvi;;Kalhamajärvi;;;;;;;;;x
PROV222;Hossa;Hossa;Hossa;;Hossa;;;;;;;;;x
PROV223;Kuma;Kuma;Kuma;;Kuma;;;;;;;;;x
PROV224;Cupa;Cupa;Cupa;;Cupa;;;;;;;;;x
PROV225;Ambarnyj;Ambarnyj;Ambarnyj;;Ambarnyj;;;;;;;;;x
PROV226;Bronnoysund;Bronnoysund;Bronnoysund;;Bronnoysund;;;;;;;;;x
PROV227;Laksfors;Laksfors;Laksfors;;Laksfors;;;;;;;;;x
PROV228;Tärnaby;Tärnaby;Tärnaby;;Tärnaby;;;;;;;;;x
PROV229;Ankarsund;Ankarsund;Ankarsund;;Ankarsund;;;;;;;;;x
PROV230;Holmsjö;Holmsjö;Holmsjö;;Holmsjö;;;;;;;;;x
PROV231;Avaviken;Avaviken;Avaviken;;Avaviken;;;;;;;;;x
PROV232;Arvidsjaur;Arvidsjaur;Arvidsjaur;;Arvidsjaur;;;;;;;;;x
PROV233;Piteå;Piteå;Piteå;;Piteå;;;;;;;;;x
PROV234;Oulu;Oulu;Oulu;;Oulu;;;;;;;;;x
PROV235;Juorkuna;Juorkuna;Juorkuna;;Juorkuna;;;;;;;;;x
PROV236;Puolanka;Puolanka;Puolanka;;Puolanka;;;;;;;;;x
PROV237;Livo;Livo;Livo;;Livo;;;;;;;;;x
PROV238;Kesten'ga;Kesten'ga;Kestenga;;Kesten'ga;;;;;;;;;x
PROV239;Louhi;Louhi;Louhi;;Louhi;;;;;;;;;x
PROV240;Kokkosalma;Kokkosalma;Kokkosalma;;Kokkosalma;;;;;;;;;x
PROV241;Kolvereid;Kolvereid;Kolvereid;;Kolvereid;;;;;;;;;x
PROV242;Tosbotn;Tosbotn;Tosbotn;;Tosbotn;;;;;;;;;x
PROV243;Kroken;Kroken;Kroken;;Kroken;;;;;;;;;x
PROV244;Dikanäs;Dikanäs;Dikanäs;;Dikanäs;;;;;;;;;x
PROV245;Gunnarn;Gunnarn;Gunnarn;;Gunnarn;;;;;;;;;x
PROV246;Kristineberg;Kristineberg;Kristineberg;;Kristineberg;;;;;;;;;x
PROV247;Malå;Malå;Malå;;Malå;;;;;;;;;x
PROV248;Fällfors;Fällfors;Fällfors;;Fällfors;;;;;;;;;x
PROV249;Raahe;Raahe;Raahe;;Raahe;;;;;;;;;x
PROV250;Vaala;Vaala;Vaala;;Vaala;;;;;;;;;x
PROV251;Kongasmäki;Kongasmäki;Kongasmäki;;Kongasmäki;;;;;;;;;x
PROV252;Ämmänsaan;Ämmänsaan;Ämmänsaan;;Ämmänsaan;;;;;;;;;x
PROV253;Ponca;Ponca;Ponca;;Ponca;;;;;;;;;x
PROV254;Topoze;Topoze;Topoze;;Topoze;;;;;;;;;x
PROV255;Buldyri;Buldyri;Buldyri;;Buldyri;;;;;;;;;x
PROV256;Osen;Osen;Osen;;Osen;;;;;;;;;x
PROV257;Namsos;Namsos;Namsos;;Namsos;;;;;;;;;x
PROV258;Royrvik;Royrvik;Royrvik;;Royrvik;;;;;;;;;x
PROV259;Saxnäs;Saxnäs;Saxnäs;;Saxnäs;;;;;;;;;x
PROV260;Vilhelmina;Vilhelmina;Vilhelmina;;Vilhelmina;;;;;;;;;x
PROV261;Kattisavan;Kattisavan;Kattisavan;;Kattisavan;;;;;;;;;x
PROV262;Lycksele;Lycksele;Lycksele;;Lycksele;;;;;;;;;x
PROV263;Kusfors;Kusfors;Kusfors;;Kusfors;;;;;;;;;x
PROV264;Yppäri;Yppäri;Yppäri;;Yppäri;;;;;;;;;x
PROV265;Rantsila;Rantsila;Rantsila;;Rantsila;;;;;;;;;x
PROV266;Ristijärvi;Ristijärvi;Ristijärvi;;Ristijärvi;;;;;;;;;x
PROV267;Kianta;Kianta;Kianta;;Kianta;;;;;;;;;x
PROV268;Kalevala;Kalevala;Kalevala;;Kalevala;;;;;;;;;x
PROV269;Karelaksa;Karelaksa;Karelaksa;;Karelaksa;;;;;;;;;x
PROV270;Gagarino;Gagarino;Gagarino;;Gagarino;;;;;;;;;x
PROV271;Letniy Navolok;Letniy Navolok;Letniy Navolok;;Letniy Navolok;;;;;;;;;x
PROV272;Namdalseid;Namdalseid;Namdalseid;;Namdalseid;;;;;;;;;x
PROV273;Sorli;Sorli;Sorli;;Sorli;;;;;;;;;x
PROV274;Gäddede;Gäddede;Gäddede;;Gäddede;;;;;;;;;x
PROV275;Dorotea;Dorotea;Dorotea;;Dorotea;;;;;;;;;x
PROV276;Åsele;Åsele;Åsele;;Åsele;;;;;;;;;x
PROV277;Vägsele;Vägsele;Vägsele;;Vägsele;;;;;;;;;x
PROV278;Burträsk;Burträsk;Burträsk;;Burträsk;;;;;;;;;x
PROV279;Skellefteå;Skellefteå;Skellefteå;;Skellefteå;;;;;;;;;x
PROV280;Alavieska;Alavieska;Alavieska;;Alavieska;;;;;;;;;x
PROV281;Kilpua;Kilpua;Kilpua;;Kilpua;;;;;;;;;x
PROV282;Kestilä;Kestilä;Kestilä;;Kestilä;;;;;;;;;x
PROV283;Mainua;Mainua;Mainua;;Mainua;;;;;;;;;x
PROV284;Lentiira;Lentiira;Lentiira;;Lentiira;;;;;;;;;x
PROV285;Kostomuksa;Kostomuksa;Kostomuksa;;Kostomuksa;;;;;;;;;x
PROV286;Juskozero;Juskozero;Juskozero;;Juskozero;;;;;;;;;x
PROV287;Shomba;Shomba;Shomba;;Shomba;;;;;;;;;x
PROV288;Kem';Kem';Kem;;Kem';;;;;;;;;x
PROV289;Orlovskiy;Orlovskiy;Orlovskiy;;Orlovskiy;;;;;;;;;x
PROV290;Kuja;Kuja;Kuja;;Kuja;;;;;;;;;x
PROV291;Trondheim;Trondheim;Trondheim;;Trondheim;;;;;;;;;x
PROV292;Åfjord;Åfjord;Åfjord;;Åfjord;;;;;;;;;x
PROV293;Steinkjer;Steinkjer;Steinkjer;;Steinkjer;;;;;;;;;x
PROV294;Hotagen;Hotagen;Hotagen;;Hotagen;;;;;;;;;x
PROV295;Tåsjö;Tåsjö;Tåsjö;;Tåsjö;;;;;;;;;x
PROV296;Jungsele;Jungsele;Jungsele;;Jungsele;;;;;;;;;x
PROV297;Hälla;Hälla;Hälla;;Hälla;;;;;;;;;x
PROV298;Örträsk;Örträsk;Örträsk;;Örträsk;;;;;;;;;x
PROV299;Vindeln;Vindeln;Vindeln;;Vindeln;;;;;;;;;x
PROV300;Kokkola;Kokkola;Kokkola;;Kokkola;;;;;;;;;x
PROV301;Ylivieska;Ylivieska;Ylivieska;;Ylivieska;;;;;;;;;x
PROV302;Pulkkila;Pulkkila;Pulkkila;;Pulkkila;;;;;;;;;x
PROV303;Otanmäki;Otanmäki;Otanmäki;;Otanmäki;;;;;;;;;x
PROV304;Kajaani;Kajaani;Kajaani;;Kajaani;;;;;;;;;x
PROV305;Lauvuskylä;Lauvuskylä;Lauvuskylä;;Lauvuskylä;;;;;;;;;x
PROV306;Kuhmonniemi;Kuhmonniemi;Kuhmonniemi;;Kuhmonniemi;;;;;;;;;x
PROV307;Rugozero;Rugozero;Rugozero;;Rugozero;;;;;;;;;x
PROV308;Severodvinsk;Severodvinsk;Sewerodwinsk;;Severodvinsk;;;;;;;;;x
PROV309;Belomorsk;Belomorsk;Belomorsk;;Belomorsk;;;;;;;;;x
PROV310;Yaren'ga;Yaren'ga;Yarenga;;Yaren'ga;;;;;;;;;x
PROV311;Arhangel'sk;Arhangel'sk;Arhangelsk;;Arhangel'sk;;;;;;;;;x
PROV312;Korovkinskaya;Korovkinskaya;Korovkinskaya;;Korovkinskaya;;;;;;;;;x
PROV313;Brekstad;Brekstad;Brekstad;;Brekstad;;;;;;;;;x
PROV314;St. George;St. George;St. George;;St. George;;;;;;;;;x
PROV315;Stjordalshalsen;Stjordalshalsen;Stjordalshalsen;;Stjordalshalsen;;;;;;;;;x
PROV316;Meråker;Meråker;Meråker;;Meråker;;;;;;;;;x
PROV317;Kristianstad;Kristianstad;Kristianstad;;Kristianstad;;;;;;;;;x
PROV318;Ramsele;Ramsele;Ramsele;;Ramsele;;;;;;;;;x
PROV319;Sunnersta;Sunnersta;Sunnersta;;Sunnersta;;;;;;;;;x
PROV320;Fredrika;Fredrika;Fredrika;;Fredrika;;;;;;;;;x
PROV321;Nordmaling;Nordmaling;Nordmaling;;Nordmaling;;;;;;;;;x
PROV322;Umeå;Umeå;Umeå;;Umea;;;;;;;;;x
