BOL_armor_brigade_0;Renault FT-17;Renault FT-17;Renault FT-17;;Renault FT-17;;;;;;;;;x
BOL_armor_brigade_1;Vickers Mk.E;Vickers Mk.E;Vickers Mk. E;;Vickers Mk.E;;;;;;;;;x
BOL_armor_brigade_2;M3 Lee;M3 Lee;M3 Lee;;M3 Lee;;;;;;;;;x
BOL_armor_brigade_3;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;;M4A1 Sherman;;;;;;;;;x
BOL_armor_brigade_4;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;;M4/E8 Sherman;;;;;;;;;x
BOL_armor_brigade_5;M26 Pershing;M26 Pershing;M26 Pershing;;M26 Pershing;;;;;;;;;x
BOL_interceptor_0;Curtiss Hawk II;Curtiss Hawk II;Curtiss Hawk II;;Curtiss Hawk II;;;;;;;;;x
BOL_tactical_bomber_0;Junkers Ju-86;Junkers Ju-86;Junkers Ju-86;;Junkers Ju-86;;;;;;;;;x
BRA_light_armor_brigade_0;CV-33;CV-33;CV-33;;CV-33;;;;;;;;;x
BRA_light_armor_brigade_1;M2A4;M2A4;M2A4;;M2A4;;;;;;;;;x
BRA_light_armor_brigade_2;M5 Stuart;M5 Stuart;M5 Stuart;;M5 Stuart;;;;;;;;;x
BRA_armor_brigade_0;Renault FT-17;Renault FT-17;Renault FT-17;;Renault FT-17;;;;;;;;;x
BRA_armor_brigade_1;Vickers Mk.E;Vickers Mk.E;Vickers Mk. E;;Vickers Mk.E;;;;;;;;;x
BRA_armor_brigade_2;M3 Lee;M3 Lee;M3 Lee;;M3 Lee;;;;;;;;;x
BRA_armor_brigade_3;M4A1 Sherman;M4A1 Sherman;M4A1 Sherman;;M4A1 Sherman;;;;;;;;;x
BRA_armor_brigade_4;M4/E8 Sherman;M4/E8 Sherman;M4/E8 Sherman;;M4/E8 Sherman;;;;;;;;;x
BRA_armor_brigade_5;M26 Pershing;M26 Pershing;M26 Pershing;;M26 Pershing;;;;;;;;;x
BRA_multi_role_0;Curtiss Kittyhawk;Curtiss Kittyhawk;Curtiss Kittyhawk;;Curtiss Kittyhawk;;;;;;;;;x
BRA_multi_role_1;Republic P-47D Thunderbolt;Republic P-47D Thunderbolt;Republic P-47D Thunderbolt;;Republic P-47D Thunderbolt;;;;;;;;;x
BRA_interceptor_0;Boeing P-12;Boeing P-12;Boeing P-12;;Boeing P-12;;;;;;;;;x
BRA_interceptor_1;Curtiss P-36;Curtiss P-36;Curtiss P-36;;Curtiss P-36;;;;;;;;;x
BRA_interceptor_2;Curtiss Tomhawk;Curtiss Tomhawk;Curtiss Tomhawk;;Curtiss Tomhawk;;;;;;;;;x
BRA_tactical_bomber_0;Boeing B-18A Bolo;Boeing B-18A Bolo;Boeing B-18A Bolo;;Boeing B-18A Bolo;;;;;;;;;x
BRA_tactical_bomber_3;Boeing B-25D Mitchell;Boeing B-25D Mitchell;Boeing B-25D Mitchell;;Boeing B-25D Mitchell;;;;;;;;;x
BRA_tactical_bomber_4;Boeing B-25J Mitchell;Boeing B-25J Mitchell;Boeing B-25J Mitchell;;Boeing B-25J Mitchell;;;;;;;;;x
BRA_naval_bomber_0;Lockheed Hudson;Lockheed Hudson;Lockheed Hudson;;Lockheed Hudson;;;;;;;;;x
BRA_naval_bomber_1;Lockheed Ventura;Lockheed Ventura;Lockheed Ventura;;Lockheed Ventura;;;;;;;;;x
BRA_naval_bomber_2;Lockheed Harpoon;Lockheed Harpoon;Lockheed Harpoon;;Lockheed Harpoon;;;;;;;;;x
BRA_transport_plane_1;Douglas C-47 Skytrain;Douglas C-47 Skytrain;Douglas C-47 Skytrain;;Douglas C-47 Skytrain;;;;;;;;;x
BRA_battleship_0;Minas Gerais-class;Classe Minas Gerais;Minas Gerais-Klasse;;Clase Minas Gerais;;;;;;;;;x
BRA_light_cruiser_0;Bahia-class;Classe Bahia;Bahia-Klasse;;Clase Bahia;;;;;;;;;x
BRA_destroyer_0;Maranhao-class;Classe Maranhao;Maranhao-Klasse;;Clase Maranhao;;;;;;;;;x
BRA_destroyer_1;Marcilio Dias-class;Classe Marcilio Dias;Marcilio Dias-Klasse;;Clase Marcilio Dias;;;;;;;;;x
BRA_submarine_0;Humaita-class;Classe Humaita;Humaita-Klasse;;Clase Humaita;;;;;;;;;x
BUL_light_armor_brigade_0;CV-33;CV-33;CV-33;;CV-33;;;;;;;;;x
BUL_light_armor_brigade_1;Skoda Lt-35;Skoda Lt-35;Skoda Lt-35;;Skoda Lt-35;;;;;;;;;x
BUL_light_armor_brigade_2;Praga Lt-38;Praga Lt-38;Praga Lt-38;;Praga Lt-38;;;;;;;;;x
BUL_armor_brigade_0;Renault FT-17;Renault FT-17;Renault FT-17;;Renault FT-17;;;;;;;;;x
BUL_armor_brigade_1;Vickers Mk.II;Vickers Mk.II;Vickers Mk. II;;Vickers Mk.II;;;;;;;;;x
BUL_armor_brigade_2;Maybach T-III;Maybach T-III;Maybach T-III;;Maybach T-III;;;;;;;;;x
BUL_armor_brigade_3;Maybach T-IV;Maybach T-IV;Maybach T-IV;;Maybach T-IV;;;;;;;;;x
BUL_armor_brigade_4;Maybach T-V;Maybach T-V;Maybach T-V;;Maybach T-V;;;;;;;;;x
BUL_multi_role_0;Avia B-534 Dogan;Avia B-534 Dogan;Avia B-534 Dogan;;Avia B-534 Dogan;;;;;;;;;x
BUL_multi_role_1;Messerschmitt Bf-109G;Messerschmitt Bf-109G;Messerschmitt Bf-109G;;Messerschmitt Bf-109G;;;;;;;;;x
BUL_interceptor_0;Heinkel He 51 Sokol;Heinkel He 51 Sokol;Heinkel He 51 Sokol;;Heinkel He 51 Sokol;;;;;;;;;x
BUL_interceptor_1;PZL P.24 Vastreb;PZL P.24 Vastreb;PZL P. 24 Vastreb;;PZL P.24 Vastreb;;;;;;;;;x
BUL_interceptor_2;Messerschmitt Bf-109E Strela;Messerschmitt Bf-109E Strela;Messerschmitt Bf-109E Strela;;Messerschmitt Bf-109E Strela;;;;;;;;;x
BUL_interceptor_3;Avia B.135 Lyastovica ;Avia B.135 Lyastovica ;Avia B. 135 Lyastovica ;;Avia B.135 Lyastovica ;;;;;;;;;x
BUL_interceptor_4;Lazarov Laz-14;Lazarov Laz-14;Lazarov Laz-14;;Lazarov Laz-14;;;;;;;;;x
BUL_strategic_bomber_0;Aero MB.200 En-4 Buhal;Aero MB.200 En-4 Buhal;Aero MB. 200 En-4 Buhal;;Aero MB.200 En-4 Buhal;;;;;;;;;x
BUL_tactical_bomber_0;Dornier Do-11 Prilep;Dornier Do-11 Prilep;Dornier Do-11 Prilep;;Dornier Do-11 Prilep;;;;;;;;;x
BUL_tactical_bomber_1;Dornier Do-17 Uragan;Dornier Do-17 Uragan;Dornier Do-17 Uragan;;Dornier Do-17 Uragan;;;;;;;;;x
BUL_tactical_bomber_2;DAR DAR-10 Bekas;DAR DAR-10 Bekas;DAR DAR-10 Bekas;;DAR DAR-10 Bekas;;;;;;;;;x
BUL_tactical_bomber_3;Petljakov Pe-2;Petljakov Pe-2;Petljakov Pe-2;;Petljakov Pe-2;;;;;;;;;x
BUL_naval_bomber_0;Arado Ar-196A Akula;Arado Ar-196A Akula;Arado Ar-196A Akula;;Arado Ar-196A Akula;;;;;;;;;x
BUL_cas_0;Bulgara KB-6 Papagal;Bulgara KB-6 Papagal;Bulgara KB-6 Papagal;;Bulgara KB-6 Papagal;;;;;;;;;x
BUL_cas_1;DAR-10 Bekas;DAR-10 Bekas;DAR-10 Bekas;;DAR-10 Bekas;;;;;;;;;x
BUL_transport_plane_0;Junkers Ju-52/3m Sowa;Junkers Ju-52/3m Sowa;Junkers Ju-52/3m Sowa;;Junkers Ju-52/3m Sowa;;;;;;;;;x
CAN_light_armor_brigade_0;Carden-Loyd Mk.VI;Carden-Loyd Mk.VI;Carden-Loyd Mk. VI;;Carden-Loyd Mk.VI;;;;;;;;;x
CAN_light_armor_brigade_1;Vickers Mk.VIc;Vickers Mk.VIc;Vickers Mk. VIc;;Vickers Mk. VIc;;;;;;;;;x
CAN_light_armor_brigade_2;Stuart Mk.V;Stuart Mk.V;Stuart Mk. V;;Stuart Mk.V;;;;;;;;;x
CAN_armor_brigade_0;Whippet;Whippet;Whippet;;Whippet;;;;;;;;;x
CAN_armor_brigade_1;Cruiser Tank Mk.I A9;Char croiseur Mk.I A9;Cruiser Tank Mk. I A9;;Tanque crucero Mk.I A9;;;;;;;;;x
CAN_armor_brigade_2;Ram I;Ram I;Ram I;;Ram I;;;;;;;;;x
CAN_armor_brigade_3;Grizzly I;Grizzly I;Grizzly I;;Grizzly I;;;;;;;;;x
CAN_armor_brigade_4;A34 Comet;A34 Comet;A34 Comet;;A34 Comet;;;;;;;;;x
CAN_armor_brigade_5;M26 Pershing;M26 Pershing;M26 Pershing;;M26 Pershing;;;;;;;;;x
CAN_armor_brigade_6;Centurion Mk.3;Centurion Mk.3;Centurion Mk. 3;;Centurion Mk.3;;;;;;;;;x
CAN_armor_brigade_7;Leopard 1;Leopard 1;Leopard 1;;Leopard 1;;;;;;;;;x
CAN_multi_role_0;Curtiss Kittyhawk;Curtiss Kittyhawk;Curtiss Kittyhawk;;Curtiss Kittyhawk;;;;;;;;;x
CAN_multi_role_1;Supermarine Spitfire Mk.IX;Supermarine Spitfire Mk.IX;Supermarine Spitfire Mk. IX;;Supermarine Spitfire Mk.IX;;;;;;;;;x
